Type,Definition,Name,Address,Lat,Lon,Kana,Ward,WardCode
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,株式会社松尾工務店,神奈川県横浜市鶴見区鶴見中央四丁目38-35,35.506603,139.680649,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,第二峯の湯,神奈川県横浜市鶴見区上末吉五丁目2-19,35.530933,139.666229,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,富士の湯,神奈川県横浜市鶴見区矢向三丁目28-12,35.536037,139.679672,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,矢向湯,神奈川県横浜市鶴見区矢向五丁目3-19,35.53688,139.68425,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,澤の湯,神奈川県横浜市鶴見区下野谷町1丁目43,35.501663,139.680057,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,清水湯,神奈川県横浜市鶴見区潮田町3丁目137-2,35.502758,139.68898,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,喜久の湯,神奈川県横浜市鶴見区馬場一丁目7-23,35.505715,139.6477034,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,春日湯,神奈川県横浜市鶴見区生麦四丁目7-23,35.497543,139.671097,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,キリンビール株式会社　横浜工場,神奈川県横浜市鶴見区生麦一丁目17-1,35.490116,139.662491,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,竹の湯,神奈川県横浜市鶴見区生麦三丁目14-2,35.493378,139.668991,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人三幸学園　横浜医療秘書歯科助手専門学校,神奈川県横浜市神奈川区西神奈川一丁目18-3,35.480991,139.631851,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人三幸学園　横浜こども専門学校,神奈川県横浜市神奈川区二ツ谷町1-19,35.476334,139.63089,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人三幸学園　横浜スイーツ＆カフェ専門学校,神奈川県横浜市神奈川区西神奈川一丁目7-5,35.479031,139.632263,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人三幸学園　横浜ビューティーアート専門学校,神奈川県横浜市神奈川区西神奈川一丁目19-6,35.480574,139.632183,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人三幸学園　横浜リゾート＆スポーツ専門学校,神奈川県横浜市神奈川区西神奈川一丁目19-2,35.480637,139.632371,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,宗教法人孝道山本仏殿,神奈川県横浜市神奈川区鳥越38,35.48247701,139.6319567,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,徳の湯,神奈川県横浜市神奈川区西神奈川二丁目1-5,35.482819,139.629135,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,反町浴場,神奈川県横浜市神奈川区上反町1丁目5-2,35.474346,139.624603,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,鷲の湯,神奈川県横浜市神奈川区七島町151,35.486968,139.644771,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,青木山　本覚寺,神奈川県横浜市神奈川区高島台1-2,35.471966,139.626266,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　情報科学専門学校,神奈川県横浜市神奈川区鶴屋町2丁目17-1,35.468224,139.622253,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人代々木ゼミナール　横浜校,神奈川県横浜市神奈川区金港町7-9,35.469727,139.626755,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,谷川ビル,神奈川県横浜市神奈川区鶴屋町2丁目24-1,35.468529,139.620773,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,神奈川歯科大学附属横浜クリニック,神奈川県横浜市神奈川区鶴屋町3丁目31-6,35.468536,139.619827,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　横浜ｆカレッジ,神奈川県横浜市西区北幸一丁目2-7,35.467625,139.620117,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ラウンドワン　横浜駅西口店,神奈川県横浜市西区南幸二丁目8-16,35.463825,139.618057,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,富士ゼロックス株式会社Ｒ＆Ｄスクエア,神奈川県横浜市西区みなとみらい六丁目1,35.463444,139.627716,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,宗教法人立正佼成会　横浜普門館,神奈川県横浜市西区北幸二丁目7-3,35.467773,139.616516,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ホテルキャメロットジャパン,神奈川県横浜市西区北幸一丁目11-3,35.467644,139.618423,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜国際ホテル,神奈川県横浜市西区南幸二丁目16-28,35.46455,139.617233,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,日産自動車株式会社　本社ビル,神奈川県横浜市西区高島一丁目1-1,43.214176,141.012177,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ハマボール　イアス,神奈川県横浜市西区北幸二丁目2,35.465542,139.617859,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ヨコハマグランドインターコンチネンタルホテル,神奈川県横浜市西区みなとみらい一丁目1-1,35.457565,139.635696,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,パシフィコ横浜,神奈川県横浜市西区みなとみらい一丁目1-1,35.457565,139.635696,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ケンセイビル,神奈川県横浜市西区浅間町5丁目387-8,35.455162,139.605331,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ブリーズベイホテル,神奈川県横浜市中区花咲町1丁目22-2,35.448851,139.630898,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜桜木町ワシントンホテル,神奈川県横浜市中区桜木町1丁目101-1,35.450812,139.632698,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,クロスゲート,神奈川県横浜市中区桜木町1丁目101-1,35.450812,139.632698,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ホテル横浜ガーデン,神奈川県横浜市中区山下町254,35.44208,139.640908,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,割烹蒲焼わかな（鈴木ビル）,神奈川県横浜市中区港町5丁目20 鈴木ビル,35.446364,139.634186,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,関内新井ビル,神奈川県横浜市中区尾上町1丁目8,35.444816,139.638275,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人横浜山手中華学園,神奈川県横浜市中区吉浜町2-66,35.438774,139.64212,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,本牧ゆあそび館,神奈川県横浜市中区千代崎町2丁目41-1,35.433304,139.654312,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,三菱重工業株式会社横浜製作所本牧工場,神奈川県横浜市中区錦町12,35.417556,139.673007,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ナビオス横浜,神奈川県横浜市中区新港二丁目1-1,35.453167,139.63797,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ゴールドジム横浜馬車道本館,神奈川県横浜市中区弁天通4丁目67-1 馬車道スクエアビル8階,35.448434,139.636642,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ゴールドジム横浜馬車道別館プールアネックス,神奈川県横浜市中区本町4丁目43 セボン関内第2ビルB1階,35.449114,139.637438,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ホテルＪＡＬシティ関内　横浜,神奈川県横浜市中区山下町72,35.445234,139.644408,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,シルクセンター国際貿易観光会館,神奈川県横浜市中区山下町1,35.447214,139.645128,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,スターホテル横浜,神奈川県横浜市中区山下町11,35.444571,139.650209,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ホテルニューグランド,神奈川県横浜市中区山下町10,35.444816,139.649561,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ホテルモントレ横浜,神奈川県横浜市中区山下町6-1,35.445768,139.647967,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ローズホテル横浜,神奈川県横浜市中区山下町77,35.444157,139.647001,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,宗教法人創価学会　神奈川文化会館,神奈川県横浜市中区山下町7-1,35.44543275,139.6482894,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,エスカル横浜,神奈川県横浜市中区山下町84,35.442725,139.649425,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,メルパルク横浜,神奈川県横浜市中区山下町16,35.441116,139.641052,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,利世館,神奈川県横浜市中区伊勢佐木町5丁目127-24,35.440419,139.627759,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,中村浴場,神奈川県横浜市南区中村町2丁目117,35.434997,139.632111,,南区,05
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,宗教法人大山ねずのみこと神示教会　信光会館,神奈川県横浜市南区宮元町4丁目82,35.428946,139.608912,,南区,05
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,中島館,神奈川県横浜市南区中島町4丁目75-1,35.42437003,139.6015096,,南区,05
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,若宮湯,神奈川県横浜市南区通町4丁目82-1,35.42511,139.603378,,南区,05
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜天然温泉　くさつ,神奈川県横浜市南区井土ケ谷上町21-29,35.431885,139.600189,,南区,05
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ゆーらんど新世館,神奈川県横浜市磯子区久木町4-10,35.416,139.623352,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,大盛舘,神奈川県横浜市磯子区上町5-13,35.422481,139.625516,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,鯉の湯,神奈川県横浜市磯子区滝頭三丁目4-9,35.418919,139.62442,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,第二江陽館,神奈川県横浜市磯子区中浜町4-16,35.415009,139.626617,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,磯子商業振興協同組合　磯子アイランドビル,神奈川県横浜市磯子区磯子三丁目6-23,35.401264,139.618729,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,株式会社マーメイドケアー,神奈川県横浜市磯子区丸山一丁目15-25,35.42521,139.621266,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,三菱重工業株式会社横浜製作所金沢工場,神奈川県横浜市金沢区幸浦一丁目8-1,35.369186,139.653519,,金沢区,10
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜金沢ハイテクセンター,神奈川県横浜市金沢区福浦一丁目1-1,35.354378,139.644882,,金沢区,10
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,日本発条株式会社横浜事業所　本館棟,神奈川県横浜市金沢区福浦三丁目10,35.344009,139.647812,,金沢区,10
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,新横浜グレイスホテル,神奈川県横浜市港北区新横浜三丁目6-15,35.508846,139.618301,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,新横浜国際ホテル,神奈川県横浜市港北区新横浜三丁目18-1,35.510395,139.616852,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,新横浜フジビューホテル,神奈川県横浜市港北区新横浜二丁目3-1,35.507771,139.614807,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,新横浜プリンスホテル,神奈川県横浜市港北区新横浜三丁目4,35.509809,139.619625,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜アリーナ,神奈川県横浜市港北区新横浜三丁目10,35.512329,139.620117,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　横浜医療情報専門学校,神奈川県横浜市港北区新横浜二丁目4-10,35.509033,139.616076,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　新横浜斎場,神奈川県横浜市港北区新横浜二丁目2-9,35.506924,139.613434,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　横浜デジタルアーツ専門学校,神奈川県横浜市港北区新横浜三丁目22-17,35.512642,139.618271,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,慶応義塾大学　日吉キャンパス,神奈川県横浜市港北区日吉四丁目1-1,35.551941,139.652542,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,日吉湯,神奈川県横浜市港北区日吉本町四丁目15-9,35.548546,139.633087,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,一の湯,神奈川県横浜市港北区大倉山三丁目2-18,35.521748,139.628571,,港北区,11
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　保土ヶ谷斎場,神奈川県横浜市保土ケ谷区岩井町124,35.44516,139.598716,,保土ケ谷区,07
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　和田町斎場,神奈川県横浜市保土ケ谷区和田一丁目21-15,35.465297,139.585697,,保土ケ谷区,07
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,上星川浴場,神奈川県横浜市保土ケ谷区上星川三丁目3-1,35.4683,139.578644,,保土ケ谷区,07
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　上大岡斎場,神奈川県横浜市港南区最戸一丁目18-18,35.412689,139.595001,,港南区,06
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,セントラルホール横浜葬儀社　上大岡駅前式場,神奈川県横浜市港南区上大岡西一丁目2-2,35.41217,139.596771,,港南区,06
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,大成祭典　セレモニーホール大成第２,神奈川県横浜市青葉区青葉台二丁目18-6,35.544799,139.513093,,青葉区,13
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,大林寺　山水閣,神奈川県横浜市緑区長津田六丁目2-7,35.529343,139.496765,,緑区,12
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人森村学園,神奈川県横浜市緑区長津田町2695,35.52782502,139.4889887,,緑区,12
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　西谷斎場,神奈川県横浜市旭区西川島町1-5,35.478695,139.560532,,旭区,08
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,坂本祭典　二俣川斎場,神奈川県横浜市旭区さちが丘48,35.461723,139.529556,,旭区,08
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,戸塚法人会館,神奈川県横浜市戸塚区上倉田町449-2,35.398258,139.535873,,戸塚区,15
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　横浜保育福祉専門学校,神奈川県横浜市戸塚区品濃町550-8,35.43119,139.560089,,戸塚区,15
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,学校法人岩崎学園　横浜リハビリテーション専門学校,神奈川県横浜市戸塚区品濃町550-1,35.43119,139.560089,,戸塚区,15
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,コナカエンタープライズ株式会社　本社ビル,神奈川県横浜市戸塚区品濃町517-2,35.429119,139.558334,,戸塚区,15
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,ファミリーアイランド　さくらゆ,神奈川県横浜市瀬谷区三ツ境12-10,35.466,139.502594,,瀬谷区,18
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,葛の湯,神奈川県横浜市泉区中田南五丁目1-16,35.404423,139.510773,,泉区,17
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,鶴見公会堂,神奈川県横浜市鶴見区豊岡町2-1 フーガ1 6階・7階,35.50855121,139.6751648,,鶴見区,01
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,平沼記念体育館,神奈川県横浜市神奈川区三ツ沢西町3-1,35.46814,139.600494,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,神奈川公会堂,神奈川県横浜市神奈川区富家町1-3,35.479931,139.633194,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜市民防災センター,神奈川県横浜市神奈川区沢渡4-7,35.471115,139.616837,,神奈川区,02
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,西公会堂,神奈川県横浜市西区岡野一丁目6-41,35.46212,139.616028,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,中央図書館,神奈川県横浜市西区老松町1,35.446873,139.625931,,西区,03
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,市民活動支援センター,神奈川県横浜市中区桜木町1丁目1-56 みなとみらい21 クリーンセンタービル,35.45319,139.629587,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,海上保安庁横浜海上防災基地,神奈川県横浜市中区新港一丁目2-1,35.455238,139.644562,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜第２合同庁舎（財務省横浜財務事務所管理）,神奈川県横浜市中区北仲通5丁目57,35.450871,139.63681,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,関内ホール,神奈川県横浜市中区住吉町4丁目42-1,35.44719293,139.6362631,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,開港記念会館,神奈川県横浜市中区本町1丁目6,35.447266,139.641244,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,横浜文化体育館,神奈川県横浜市中区不老町2丁目7,35.441048,139.636475,,中区,04
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,根岸地区センター,神奈川県横浜市磯子区馬場町1-42,35.421453,139.625799,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,磯子公会堂,神奈川県横浜市磯子区磯子三丁目5-1,35.402023,139.619247,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,磯子地区センター,神奈川県横浜市磯子区磯子三丁目1-41,35.405621,139.62085,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,磯子スポーツセンター,神奈川県横浜市磯子区杉田五丁目32-25,35.382637,139.622726,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,磯子区民文化センター杉田劇場,神奈川県横浜市磯子区杉田一丁目1-1,35.385113,139.619247,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,洋光台第一中学校,神奈川県横浜市磯子区洋光台二丁目5-1,35.383477,139.589351,,磯子区,09
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,富岡並木地区センター,神奈川県横浜市金沢区富岡東四丁目13-2,35.36776,139.636353,,金沢区,10
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,能見台地区センター,神奈川県横浜市金沢区能見台東2-1,35.359501,139.626877,,金沢区,10
帰宅困難者一時滞在施設,被災状況によっては提供できない場合もあります。開設状況は、「一時滞在ＮＡＶＩ」をご確認ください。,金沢公会堂,神奈川県横浜市金沢区泥亀二丁目9-1,35.337692,139.624451,,金沢区,10
